Label,Title,Summary,Date,Author
1,donald trump and paul ryan speak warmly and air their differences,"there was harmony, if not unity, after a series of meetings on thursday between donald j. trump and the house speaker, paul d. ryan; the senate majority leader, mitch mcconnell of kentucky; and other members of congress.",2016-05-13,maggie haberman
1,trump university’s checkered past haunting candidate,"the now-defunct trump university, subject of a marco rubio attack at the republican debate, is embroiled in lawsuits accusing it of misrepresentation.",2016-02-26,stephanie saul
1,donald trump’s war with ted cruz turns to the airwaves,the increasingly fragile détente between donald j. trump and senator ted cruz of texas crumbled on friday in a burst of negative advertisements and counter-attacks. the sparring came as mr. trump moved aggressively to derail mr. cruz’s chances of winning the iowa caucuses in 10 days.,2016-01-22,nicholas confessore
1,it’s not like trump should have to ‘watch very boring sports’,a president facing a fight of his own decides to watch one at madison square garden.,2019-11-03,noah weiland
1,is trump imitating fiction? or is fiction imitating trump?,"a new thriller, “to kill the president,” has readers calling the author nostradamus.",2017-10-16,dan bilefsky
1,college republicans reckon with trump,the nomination of donald j. trump has created new tensions and new opportunities for college republican groups nationwide. students at george washington university weighed in on mr. trump’s impact.,2016-09-23,jason horowitz
1,why does donald trump keep dissing jews?,"the answer is a verdict on his unconventional, ungenerous presidency.",2017-07-08,frank bruni
1,press tensions at trump rallies,"when reporters enter campaign rallies for donald j. trump, it is increasingly common for his supporters to boo and yell. the times media critic jim rutenberg examines the relationship between the news media and the republican presidential nominee.",2016-10-14,ainara tiefenthäler
1,"trump, six months in","he is still off to a less successful start than any other modern president, thanks to the collapse of the health care bill.",2017-07-20,david leonhardt
1,it’s not like trump should have to ‘watch very boring sports’,a president facing a fight of his own decides to watch one at madison square garden.,2019-11-03,noah weiland
1,trump again attacks a dead senator: ‘i never will be’ a fan of john mccain,"asked about his criticism of mr. mccain, who died in august, president trump attacked the senator’s vote on repealing the affordable care act.",2019-03-19,eileen sullivan
1,trump is a racist. period.,we must stop debating an obvious point and decide what to do about it.,2018-01-15,charles
1,"trump, grand wizard of birtherism","once again, the republican candidate has lied, and has compounded his lie by blaming the controversy on hillary clinton.",2016-09-17,charles
1,donald trump runs radio ads criticizing obama on paris attacks,"in new radio ads running in iowa, new hampshire and south carolina, mr. trump seizes on the attacks in paris as evidence that his brand of leadership is needed to keep america safe.",2015-11-18,alan rappeport
1,clinton calls trump comments 'shameful',"the presumptive democratic nominee hillary clinton chastised her republican rival, donald j. trump, on tuesday for his response to the orlando shooting, including his attacks on president obama.",2016-06-14,cbs
1,melania trump in europe,here’s what the first lady wore during her recent trip with the president.,2018-07-16,no author found
1,heng on trump’s t.p.p. decision,president trump’s decision last week to withdraw from the trans-pacific partnership carried broad geopolitical implications for asian countries.,2017-01-29,no author found
1,clinton calls trump comments 'shameful',"the presumptive democratic nominee hillary clinton chastised her republican rival, donald j. trump, on tuesday for his response to the orlando shooting, including his attacks on president obama.",2016-06-14,cbs
1,donald trump’s history lessons,"napoleon, moscow and trump’s strange projections.",2017-07-21,roger cohen
1,melania trump in europe,here’s what the first lady wore during her recent trip with the president.,2018-07-16,no author found
1,trump on being ‘politically correct’,the republican presidential candidate donald j. trump defended his proposal of banning muslims from the united states on thursday as he gained the endorsement of the new england police benevolent association.,2015-12-11,no author found
1,overrated? loser? not if it’s trump who calls you out,"from book publishers to magazine editors, the president-elect’s insult tweet has become a badge of honor.",2017-01-11,steven kurutz
1,"mueller investigating ukrainian’s $150,000 payment for a trump appearance",the payment was made as a donation to the trump foundation in exchange for a 20-minute talk mr. trump gave in the early months of his campaign.,2018-04-10,michael schmidt
1,president obama meets with trump,president obama spoke with president-elect donald j. trump at the white house on thursday to discuss the transition of power. president obama said they had an “excellent” and “wide-ranging” conversation.,2016-11-10,no author found
1,how to make trump’s tax returns public,new york’s governor and other state authorities can ask right now for a criminal investigation of the president’s taxes.,2018-07-04,david johnston
1,"james comey’s tumultuous f.b.i. tenure, in headlines",investigations into the clinton campaign’s emails and possible trump campaign ties to russia dominated much of his time at the f.b.i.,2017-05-09,liam stack
